城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,好评数,目的地,编号
 ,1712,0,0,0,9.6,全程汽车,4天3晚 ,舒适型酒店,0,西安、渭南、延安、陕西,2520267759
 ,1712,0,0,0,9.6,全程汽车,4天3晚 ,舒适型酒店,0,西安、渭南、延安、陕西,2520267759
杭州出发,1712,0,0,0,9.6,飞机往返,5天4晚 ,高档型酒店,0,北京、天津,3426360515
杭州出发,1712,0,4,0,9.6,飞机往返,5天4晚 ,高档型酒店,4,北京、天津,3426360515
杭州出发,1712,0,1,0,9.7,全程汽车,1天, ,1,杭州、嘉兴、湖州,4035006174
杭州出发,1712,0,35,0,9.7,全程汽车,1天, ,35,杭州、嘉兴、湖州,4035006174
 ,1712,0,0,0,9.4,全程汽车,6天5晚 ,吉林紫光苑大饭店等,0,哈尔滨、牡丹江、延边、吉林、吉林市,948696065
杭州出发,1712,0,0,0,9.3,全程汽车,4天3晚 ,舒适型/高档型酒店,0,舟山、宁波、桂林、嘉兴、杭州,2863346833
 ,1712,0,33,0,10,全程汽车,5天4晚 ,经济型/舒适型酒店,33,云南、丽江,2122921813
 ,1712,0,0,0,10,全程汽车,5天4晚 ,经济型/舒适型酒店,0,云南、丽江,2122921813
杭州出发,1712,0,59,0,9.8,全程汽车,2天1晚 ,经济型/舒适型酒店,59,绍兴、杭州、浙江,115210190
杭州出发,1712,0,1,0,9.8,全程汽车,2天1晚 ,经济型/舒适型酒店,1,绍兴、杭州、浙江,115210190
 ,1712,0,30,0,9.7,自理去自理回,4天3晚 ,舒适型/高档型酒店,30,桂林、广西,1797729391
杭州出发,1712,0,32,0,9.6,高铁往返,6天5晚 ,舒适型/高档型酒店,32,张家界、湘西、长沙、湘潭,2098050928
 ,1712,0,0,0,9.9,全程汽车,5天4晚 ,舒适型/高档型酒店,0,西安、渭南、延安,3341835798
 ,2107,0,29,0,9.8,飞机往返,5天4晚 ,经济型酒店,29, ,862810919
 ,1712,0,0,0,9.9,全程汽车,5天4晚 ,舒适型/高档型酒店,0,西安、渭南、延安,3341835798
 ,1712,0,0,0,9.9,全程汽车,5天4晚 ,舒适型/高档型酒店,0,西安、渭南、延安,3341835798
 ,1712,0,29,0,9.9,全程汽车,5天4晚 ,舒适型/高档型酒店,29,西安、渭南、延安,3341835798
 ,2107,0,46,0,9.5,全程汽车,7天6晚 ,高档型/豪华型酒店,46,沈阳、吉林市、延边、白山、大兴安岭、牡丹江、吉林、哈尔滨,4270753418
 ,2107,0,23,0,9.7,自理去自理回,4天3晚 ,高档型/豪华型酒店,23,桂林、广西,447156453
 ,2107,0,13,0,9.7,自理去自理回,4天3晚 ,高档型/豪华型酒店,13,桂林、广西,447156453
 ,2107,0,0,0,9.7,自理去自理回,4天3晚 ,高档型/豪华型酒店,0,桂林、广西,447156453
 ,2107,0,0,0,9.7,自理去自理回,4天3晚 ,高档型/豪华型酒店,0,桂林、广西,447156453
 ,2107,0,270,0,10,自理去自理回,4天3晚 ,豪华型酒店,270,海南、三亚、保亭,473745353
 ,2107,0,0,0,10,自理去自理回,4天3晚 ,豪华型酒店,0,海南、三亚、保亭,473745353
 ,1712,0,0,0,9.4,全程汽车,5天4晚 ,豪华型酒店,0, ,1307318193
 ,455,0, ,0, , , , , , , 
 ,2107,0,0,0,10,自理去自理回,4天3晚 ,豪华型酒店,0,海南、三亚、保亭,473745353
 ,2107,0,0,0,9.8,全程汽车,5天4晚 ,经济型酒店,0, ,12388896
 ,2107,0,0,0,9.8,全程汽车,5天4晚 ,经济型酒店,0, ,12388896
 ,2107,0,0,0,9.6,自理去自理回,4天3晚 ,豪华型酒店,0,西安、渭南,4160521014
 ,2107,0,34,0,9.2,飞机往返,5天4晚 ,经济型酒店,34, ,1339001058
 ,2107,0,20,0,9.2,飞机往返,5天4晚 ,经济型酒店,20, ,1339001058
 ,2107,0,0,0,9.5,全程汽车,5天4晚 ,经济型/舒适型酒店,0,厦门、漳州、南平,3296886120
 ,2107,0,0,0,8.8,自理去自理回,5天4晚 ,高档型酒店,0, ,3109122502
 ,2107,0,0,0,9.8,自理去自理回,6天5晚 ,经济型/舒适型酒店,0,云南、丽江、大理,3154655538
 ,2107,0,9,0,9.8,自理去自理回,6天5晚 ,经济型/舒适型酒店,9,云南、丽江、大理,3154655538
 ,2107,0,0,0,9.3,自理去自理回,4天3晚 ,舒适型酒店,0,海南藏族自治州、海西蒙古族藏族自治州、张掖、海北藏族自治州,3011087660
 ,2107,0,0,0,9.3,自理去自理回,4天3晚 ,舒适型酒店,0,海南藏族自治州、海西蒙古族藏族自治州、张掖、海北藏族自治州,3011087660
 ,2107,0,0,0,8.3,自理去自理回,2天1晚 ,舒适型酒店,0, ,2009395250
 ,2107,0,1,0,9.6,全程汽车,6天5晚 ,舒适型酒店,1,云南、昆明、大理、丽江,1274486161
 ,2107,0,0,0,9.6,全程汽车,6天5晚 ,舒适型酒店,0,云南、昆明、大理、丽江,1274486161
 ,2107,0,0,0,9.6,全程汽车,6天5晚 ,舒适型酒店,0,云南、昆明、大理、丽江,1274486161
 ,2107,0,20,0,9.6,全程汽车,6天5晚 ,舒适型酒店,20,云南、昆明、大理、丽江,1274486161
 ,2107,0,22,0,9.6,全程汽车,6天5晚 ,舒适型酒店,22,云南、昆明、大理、丽江,1274486161
 ,920,0,0,0,9.9,全程汽车,5天4晚 ,豪华型酒店,0,桂林、广西,1639926497
 ,920,0,1,0,9.9,全程汽车,5天4晚 ,豪华型酒店,1,桂林、广西,1639926497
 ,1494,0,0,0, ,自理去自理回,5天4晚 ,其他同级别临海客...等,0,厦门、漳州,1851103539
 ,1494,0,13,0,9.9,全程汽车,5天4晚 ,豪华型酒店,13,西安、渭南,1721689718
 ,1494,0,0,0,9.8,自理去自理回,7天6晚 ,舒适型/高档型酒店,0,云南、昆明、大理、丽江、迪庆,467829190
 ,1494,0,38,0,9.8,全程汽车,6天5晚 ,高档型/豪华型酒店,38,保山、德宏、西双版纳、云南、昆明,3816963081
 ,1494,0,0,0,9.8,全程汽车,6天5晚 ,高档型/豪华型酒店,0,保山、德宏、西双版纳、云南、昆明,3816963081
 ,1494,0,37,0,9.8,自理去自理回,7天6晚 ,舒适型/高档型酒店,37,成都、甘孜州、雅安、四川,2346749378
 ,1494,0,323,0,10,全程汽车,6天5晚 ,高档型/豪华型酒店,321,云南、昆明、德宏、保山,1872608670
 ,4592,2,0,2,10,自理去自理回,7天6晚 ,高档型酒店,0,丽江、迪庆、大理,545055996
 ,4592,2,0,2,9.5,飞机往返,5天4晚 ,豪华型酒店,0, ,2423900161
 ,4592,2,30,2,9.5,飞机往返,5天4晚 ,豪华型酒店,30, ,2423900161
 ,4592,2,0,2,9.6,自理去自理回,4天3晚 ,高档型酒店,0, ,1834063322
 ,1494,0,0,0,9.8,全程汽车,6天5晚 ,舒适型/高档型酒店,0,保山、德宏、昆明,3887802945
 ,4592,2,26,2,10,自理去自理回,5天4晚 ,豪华型酒店,26,海南、三亚、保亭,1730307955
 ,1494,0,0,0,9.9,全程汽车,4天3晚 ,舒适型/高档型酒店,0, ,1308017745
 ,4592,2,32,2,9.8,城际往返,5天4晚 ,高档型/豪华型酒店,32,张家界、湘西、湖南、长沙,1410603682
 ,4592,2,41,2,9.8,城际往返,5天4晚 ,高档型/豪华型酒店,40,张家界、湘西、湖南、长沙,1410603682
 ,4592,2,0,2,9.6,全程汽车,1天, ,0, ,3829191941
 ,4592,2,1,2,9.1,全程汽车,6天5晚 ,哈尔滨威尼斯国际...等,1,哈尔滨、牡丹江、鸡西、吉林市、延边、延吉市,4171374112
 ,4592,2,0,2,9.1,全程汽车,6天5晚 ,哈尔滨威尼斯国际...等,0,哈尔滨、牡丹江、鸡西、吉林市、延边、延吉市,4171374112
 ,4592,2,0,2,10,自理去自理回,5天4晚 ,其他同级别酒店等,0,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,2039499746
 ,4592,2,0,2,9.8,全程汽车,4天3晚 ,经济型酒店,0, ,3381415968
杭州出发,4592,2,31,2,9.5,全程汽车,3天2晚 ,经济型酒店,31,上海、杭州、浙江,2257284595
 ,4592,2,6,2,9.6,自理去自理回,5天4晚 ,舒适型酒店,6,西安、渭南,3093443055
 ,4592,2,87,2,9.5,全程汽车,6天5晚 ,经济型/舒适型酒店,87,厦门、南平,2470099558
 ,4592,2,0,2,9.5,全程汽车,6天5晚 ,经济型/舒适型酒店,0,厦门、南平,2470099558
 ,4592,2,20,2,9.5,全程汽车,6天5晚 ,经济型/舒适型酒店,20,厦门、南平,2470099558
 ,4592,2,137,2,9.5,全程汽车,6天5晚 ,经济型/舒适型酒店,137,厦门、南平,2470099558
 ,4592,2,1,2,9.5,全程汽车,6天5晚 ,经济型/舒适型酒店,1,厦门、南平,2470099558
 ,4592,2,31,2,9.5,全程汽车,7天6晚 ,舒适型/高档型酒店,31,厦门、漳州、南平、龙岩,3257221058
 ,4592,2,0,2,9.5,全程汽车,7天6晚 ,舒适型/高档型酒店,0,厦门、漳州、南平、龙岩,3257221058
 ,4592,2,28,2,8.9,自理去自理回,9天8晚 ,经济型/舒适型酒店,27,昆明、西双版纳、丽江、迪庆、大理,64859077
 ,4592,2,0,2,8.9,自理去自理回,9天8晚 ,经济型/舒适型酒店,0,昆明、西双版纳、丽江、迪庆、大理,64859077
 ,4592,2,406,2,8.9,自理去自理回,9天8晚 ,经济型/舒适型酒店,406,昆明、西双版纳、丽江、迪庆、大理,64859077
 ,1494,0,0,0,6,自理去自理回,6天5晚 ,经济型/舒适型酒店,0,昆明、西双版纳,1744116448
 ,1494,0,25,0,6,自理去自理回,6天5晚 ,经济型/舒适型酒店,25,昆明、西双版纳,1744116448
 ,4592,2,46,2,9.8,全程汽车,6天5晚 ,豪华型酒店,46,海南、三亚、保亭,686880546
丽江出发,1494,0,151,0,9.7,全程汽车,4天3晚 ,丽江虎跳峡大酒店等,151,云南、丽江、普洱、迪庆,1472603473
丽江出发,1494,0,34,0,9.7,全程汽车,4天3晚 ,丽江虎跳峡大酒店等,34,云南、丽江、普洱、迪庆,1472603473
 ,1494,0,59,0, ,自理去自理回,4天3晚 ,高档型酒店,59,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,1013149761
 ,4592,2,26,2,9.8,全程汽车,6天5晚 ,豪华型酒店,26,海南、三亚、保亭,686880546
 ,1494,0,57,0, ,自理去自理回,4天3晚 ,高档型酒店,57,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,1013149761
 ,1494,0,33,0,9.7,全程汽车,5天4晚 ,红璞礼遇精品酒店...等,33, ,2221983630
 ,1494,0,0,0,9.6,全程汽车,4天3晚 ,南宁君安便捷酒店等,0,崇左、广西、百色、南宁、河池,98581444
 ,1494,0,26,0,10,自理去自理回,7天6晚 ,经济型/舒适型酒店,26,甘孜州、成都,1261064035
 ,1494,0,66,0,9.8,全程汽车,5天4晚 ,豪华型酒店,66,哈尔滨、牡丹江、延边,2900924409
 ,1494,0,0,0,9.8,全程汽车,5天4晚 ,高档型/豪华型酒店,0,西双版纳、云南,1875399133
 ,1494,0,51,0,9.8,全程汽车,5天4晚 ,经济型/高档型酒店,51,崇左、北海、百色、河池,111417195
 ,1494,0,86,0,9.8,全程汽车,5天4晚 ,经济型/高档型酒店,86,崇左、北海、百色、河池,111417195
 ,1494,0,185,0,9.8,全程汽车,5天4晚 ,经济型/高档型酒店,185,崇左、北海、百色、河池,111417195
 ,1494,0,33,0,9.2,全程汽车,5天4晚 ,豪华型酒店,33,西双版纳、云南,870600035
 ,1494,0,0,0,9.2,全程汽车,5天4晚 ,豪华型酒店,0,西双版纳、云南,870600035
 ,920,0,0,0,9.8,全程汽车,3天2晚 ,橡树林酒店(重庆...等,0, ,381532017
 ,1494,0,35,0,9.8,全程汽车,6天5晚 ,舒适型/高档型酒店,35,临沧、云南、昆明,1831195132
 ,1494,0,0,0,9.8,全程汽车,6天5晚 ,舒适型/高档型酒店,0,临沧、云南、昆明,1831195132
 ,1494,0,340,0,9.8,全程汽车,6天5晚 ,舒适型/高档型酒店,325,临沧、云南、昆明,1831195132
 ,1494,0,0,0,9.8,全程汽车,6天5晚 ,舒适型/高档型酒店,0,临沧、云南、昆明,1831195132
 ,920,0,0,0,9.8,全程汽车,3天2晚 ,经济型/舒适型酒店,0,丽江、迪庆,2593860423
 ,920,0,0,0,9.8,全程汽车,5天4晚 ,高档型酒店,0, ,1240727689
 ,920,0,0,0,9.8,全程汽车,3天2晚 ,舒适型/高档型酒店,0,西安、陕西,2889501632
 ,920,0,0,0,9.8,全程汽车,3天2晚 ,高档型酒店,0, ,1598478366
 ,920,0,98,0,9.8,全程汽车,4天3晚 ,高档型酒店,95, ,1613388875
 ,920,0,0,0,10,自理去自理回,6天5晚 ,入住维也纳品牌酒...等,0,上海、南京、无锡、苏州、嘉兴、湖州、杭州,3336537404
丽江出发,920,0,0,0,10,飞机去自理回,5天4晚 ,豪华型酒店,0,上海、苏州、杭州、嘉兴,104715140
丽江出发,920,0,0,0,10,飞机去自理回,5天4晚 ,豪华型酒店,0,上海、苏州、杭州、嘉兴,104715140
 ,920,0,0,0,9.7,全程汽车,5天4晚 ,高档型/豪华型酒店,0,西双版纳、云南、昆明、丽江、大理、迪庆,262328505
 ,920,0,46,0,9.9,全程汽车,6天5晚 ,高档型/豪华型酒店,46,长沙、张家界、湘西,3636807078
 ,920,0,0,0,9.8,全程汽车,5天4晚 ,舒适型酒店,0,云南、西双版纳,290596815
 ,920,0,4,0,9.8,全程汽车,5天4晚 ,舒适型酒店,4,云南、西双版纳,290596815
 ,920,0,55,0,9.8,全程汽车,5天4晚 ,舒适型酒店,55,云南、西双版纳,290596815
 ,2458,0,0,0,10,自理去自理回,6天5晚 ,经济型/豪华型酒店,0,西安、延安,2892050623
 ,920,0,465,0,9.8,全程汽车,5天4晚 ,舒适型酒店,452,云南、西双版纳,290596815
 ,920,0,31,0,10,全程汽车,3天2晚 ,经济型酒店,31, ,2784639799
 ,920,0,0,0,10,全程汽车,3天2晚 ,经济型酒店,0, ,2784639799
 ,920,0,0,0,10,全程汽车,5天4晚 ,豪华型酒店,0,厦门、漳州,2173055486
 ,920,0,12,0,9.8,自理去自理回,5天4晚 ,高档型酒店,11,丽江、大理、迪庆、云南,2014890583
 ,920,0,15,0,9.8,自理去自理回,5天4晚 ,高档型酒店,15,丽江、大理、迪庆、云南,2014890583
重庆出发,2846,0,0,0,10,邮轮去自理回,5天4晚 ,经济型/豪华型酒店,0,重庆、宜昌、武汉,2066389316
贵阳出发,2846,0,0,0,9.5,全程汽车,6天5晚 ,舒适型酒店,0,黔东南、安顺、黔南、贵阳、贵州,347456043
贵阳出发,2846,0,0,0,9.5,全程汽车,6天5晚 ,舒适型酒店,0,黔东南、安顺、黔南、贵阳、贵州,347456043
 ,2846,0,0,0,9.8,自理去自理回,8天7晚 ,豪滨假日酒店(哈...等,0,哈尔滨、牡丹江、大兴安岭,1175334962
 ,2846,0,0,0,10,全程汽车,8天7晚 ,舒适型/高档型酒店,0,丽江、云南、大理、昆明、迪庆、楚雄,2255602680
 ,2846,0,66,0,10,自理去自理回,4天3晚 ,高档型/豪华型酒店,66,西安、宝鸡、咸阳,1396090840
 ,2846,0,0,0,10,自理去自理回,4天3晚 ,高档型/豪华型酒店,0,西安、宝鸡、咸阳,1396090840
 ,2846,0,0,0,9.6,全程汽车,7天6晚 ,舒适型/高档型酒店,0,九江、上饶、景德镇、南昌、鹰潭,3191281288
 ,2846,0,3,0,9.8,全程汽车, ,经济型/舒适型酒店,3,昆明、丽江、大理、楚雄,231953539
 ,2846,0,0,0,9.8,自理去自理回,6天5晚 ,吉林雾凇宾馆等,0,吉林、牡丹江、哈尔滨、延边、白山、吉林市、长春,4274196141
 ,2846,0,147,0,9.8,自理去自理回,6天5晚 ,吉林雾凇宾馆等,147,吉林、牡丹江、哈尔滨、延边、白山、吉林市、长春,4274196141
 ,2846,0,0,0,9.8,自理去自理回,6天5晚 ,吉林雾凇宾馆等,0,吉林、牡丹江、哈尔滨、延边、白山、吉林市、长春,4274196141
重庆出发,2846,0,1,0,10,邮轮去自理回,6天5晚 ,黄金游轮等,1,重庆、神农架、宜昌,2088348715
重庆出发,2846,0,0,0,10,邮轮去自理回,6天5晚 ,黄金游轮等,0,重庆、神农架、宜昌,2088348715
 ,2846,0,0,0,10,全程汽车,5天4晚 ,经济型/舒适型酒店,0,黔东南、黔南、贵阳、安顺、肇庆、贵州,412033225
 ,2846,0,0,0,10,自理去自理回,6天5晚 ,青岛京苑海景潮汐...等,0,青岛、威海、烟台、大连,3305068242
杭州出发,2846,0,0,0,9.2,高铁往返,5天4晚 ,经济型/舒适型酒店,0,桂林、广西,3250002366
 ,2846,0,1,0,9.8,自理去自理回,5天4晚 ,吉林金茂翡翠假日...等,1,哈尔滨、长春、吉林、吉林市、牡丹江,437009437
 ,2846,0,0,0,10,全程汽车,7天6晚 ,舒适型酒店,0,大理、丽江、云南、迪庆,2191334921
 ,2846,0,1,0,10,全程汽车,7天6晚 ,舒适型酒店,1,大理、丽江、云南、迪庆,2191334921
 ,2846,0,0,0,9.2,全程汽车,5天4晚 ,经济型/高档型酒店,0, ,871362460
 ,2846,0,0,0,10,自理去自理回,6天5晚 ,经济型/舒适型酒店,0,西安、延安、渭南,4059684366
 ,920,0,86,0,9.4,全程汽车,6天5晚 ,高档型酒店,85,乐山、成都,4058038126
 ,2846,0,0,0,0,自理去自理回,6天4晚 ,豪华型酒店,0,云南、丽江、迪庆、大理,1128307402
 ,2846,0,169,0,9.5,全程汽车,5天4晚 ,高档型酒店,169,厦门、漳州,2118414786
 ,2846,0,0,0,9.5,全程汽车,5天4晚 ,高档型酒店,0,厦门、漳州,2118414786
 ,2846,0,0,0,9.5,全程汽车,5天4晚 ,高档型酒店,0,厦门、漳州,2118414786
杭州出发,2631,99,0,99,6,飞机往返,8天7晚 ,舒适型/高档型酒店,0,云南、昆明、大理、丽江、西双版纳,443946074
宁波出发,2631,99,0,99,9.6,高铁往返,6天5晚 ,经济型/高档型酒店,0,长沙、张家界、湘西、怀化,1176028282
 ,2846,0,0,0,9.5,全程汽车,5天4晚 ,高档型酒店,0,厦门、漳州,2118414786
 ,2631,99,0,99,9.5,全程汽车,6天5晚 ,舒适型/高档型酒店,0,上海、南京、无锡、苏州、昆山市、嘉兴、湖州、杭州,1341213949
 ,2631,99,7,99,9.5,全程汽车,6天5晚 ,舒适型/高档型酒店,7,上海、南京、无锡、苏州、昆山市、嘉兴、湖州、杭州,1341213949
 ,2631,99,0,99, ,自理去自理回,4天3晚 ,豪华型酒店,0,海南、三亚,813359378
 ,2631,99,0,99,9.7,自理去自理回,8天7晚 ,经济型/舒适型酒店,0,西宁、甘肃、青海、海西蒙古族藏族自治州、海南藏族自治州、酒泉、张掖、嘉峪关、海北藏族自治州、兰州,4118581428
 ,2631,99,2,99,10,全程汽车,6天5晚 ,经济型/舒适型酒店,2,海南藏族自治州、海西蒙古族藏族自治州、西宁、海北藏族自治州、青海、兰州、张掖、甘肃,1526592568
 ,2631,99,6,99, ,自理去自理回,6天5晚 ,经济型/舒适型酒店,6,昆明、大理、丽江,2388366612
 ,2631,99,0,99, ,自理去自理回,6天5晚 ,经济型/舒适型酒店,0,昆明、大理、丽江,2388366612
 ,2631,99,30,99, ,自理去自理回,6天5晚 ,高档型/豪华型酒店,30,海南、三亚,3939997587
 ,2631,99,5,99,9.8,自理去自理回,7天6晚 ,舒适型/高档型酒店,5,哈尔滨、牡丹江,1109247819
 ,2631,99,2,99,9.8,全程汽车,5天4晚 ,豪华型酒店,2, ,4113623433
 ,2631,99,1,99,9.8,自理去自理回,6天5晚 ,高档型酒店,1,海南、海口、三亚,4250321294
 ,2631,99,0,99,9.7,全程汽车,7天6晚 ,舒适型/高档型酒店,0,甘孜州、雅安、成都、四川,3100449721
 ,2631,99,29,99,9.6,全程汽车,6天5晚 ,舒适型/高档型酒店,29,北京、天津,3199664729
 ,2631,99,3,99,9.5,全程汽车,5天4晚 ,经济型/舒适型酒店,3,哈尔滨、黑龙江、牡丹江,563565358
 ,2631,99,0,99,9.5,全程汽车,5天4晚 ,经济型/舒适型酒店,0,哈尔滨、黑龙江、牡丹江,563565358
 ,2631,99,60,99,9.8,全程汽车,4天3晚 ,舒适型/豪华型酒店,59, ,2602959347
 ,2631,99,0,99,9.7,自理去自理回,6天5晚 ,舒适型/高档型酒店,0,西宁、海南藏族自治州、海西蒙古族藏族自治州、海北藏族自治州、青海、张掖,1180476604
 ,2631,99,65,99,9.7,自理去自理回,9天8晚 ,经济型/舒适型酒店,65,西宁、甘肃、青海、海西蒙古族藏族自治州、海南藏族自治州、酒泉、张掖、嘉峪关、海北藏族自治州、兰州,978254292
 ,2631,99,96,99,9.7,自理去自理回,9天8晚 ,经济型/舒适型酒店,96,西宁、甘肃、青海、海西蒙古族藏族自治州、海南藏族自治州、酒泉、张掖、嘉峪关、海北藏族自治州、兰州,978254292
 ,2631,99,0,99,9.7,自理去自理回,9天8晚 ,经济型/舒适型酒店,0,西宁、甘肃、青海、海西蒙古族藏族自治州、海南藏族自治州、酒泉、张掖、嘉峪关、海北藏族自治州、兰州,978254292
杭州出发,2631,99,12,99,9.8,飞机往返,5天4晚 ,舒适型/高档型酒店,12,长沙、湖南、张家界、湘潭、湘西,2701385167
 ,2631,99,0,99,9.8,自理去自理回,6天5晚 ,豪华型酒店,0,海南、三亚、海口,424338838
 ,2631,99,25,99,9.9,全程汽车,5天4晚 ,经济型/舒适型酒店,25,贵阳、贵州、安顺、黔东南、黔南,2630456716
 ,2631,99,2,99,9.9,全程汽车,5天4晚 ,经济型/舒适型酒店,2,贵阳、贵州、安顺、黔东南、黔南,2630456716
 ,2846,0,0,0,10,自理去自理回,5天4晚 ,舒适型/高档型酒店,0,西安、延安,2858471128
 ,2631,99,32,99,9.9,全程汽车,5天4晚 ,经济型/舒适型酒店,32,贵阳、贵州、安顺、黔东南、黔南,2630456716
 ,2631,99,20,99,9.9,全程汽车,5天4晚 ,经济型/舒适型酒店,20,贵阳、贵州、安顺、黔东南、黔南,2630456716
 ,2631,99,0,99,9.9,全程汽车,5天4晚 ,经济型/舒适型酒店,0,贵阳、贵州、安顺、黔东南、黔南,2630456716
 ,2631,99,3,99,9.9,全程汽车,5天4晚 ,经济型/舒适型酒店,3,贵阳、贵州、安顺、黔东南、黔南,2630456716
 ,3156,0,0,0,9.5,自理去自理回,6天5晚 ,舒适型/高档型酒店,0,昆明、大理、丽江、云南,3327087923
 ,3156,0,0,0,9.5,全程汽车,5天4晚 ,舒适型/高档型酒店,0,哈尔滨、黑龙江、牡丹江,3249383391
 ,3156,0,0,0,9.5,全程汽车,5天4晚 ,舒适型/高档型酒店,0,哈尔滨、黑龙江、牡丹江,3249383391
 ,3156,0,138,0,9.5,全程汽车,5天4晚 ,舒适型/高档型酒店,138,哈尔滨、黑龙江、牡丹江,3249383391
 ,3156,0,144,0,9.8,全程汽车,4天3晚 ,经济型/舒适型酒店,144,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,1645765321
 ,3156,0,27,0,9.8,全程汽车,7天6晚 ,经济型/舒适型酒店,27,西安、陕西、渭南、晋中、太原、山西,1369109114
 ,3156,0,1,0,9.8,全程汽车,5天4晚 ,经济型酒店,1, ,1253737361
 ,3156,0,0,0,10,自理去自理回,4天3晚 ,高档型/豪华型酒店,0,延吉市、延边、长春,1644325420
 ,162,0, ,0, , , , , , , 
 ,3156,0,0,0,9.8,全程汽车,7天6晚 ,经济型/舒适型酒店,0,青岛、烟台、威海,3190417997
 ,3156,0,0,0,9.5,全程汽车,6天5晚 ,经济型/高档型酒店,0,吉林、吉林市、延边、长白山市、延吉市、牡丹江、哈尔滨、长春,3879424785
 ,2180,29,0,29,9.8,全程汽车,4天3晚 ,舒适型/高档型酒店,0,哈尔滨、牡丹江,1275231185
 ,3156,0,0,0,10,自理去自理回,4天3晚 ,豪华型酒店,0,海南、三亚,1972099651
 ,3156,0,0,0,9.7,全程汽车,7天6晚 ,豪华型酒店,0,贵阳、黔东南、黔南、铜仁、安顺,3316483294
 ,3156,0,2,0,9.7,全程汽车,7天6晚 ,豪华型酒店,1,贵阳、黔东南、黔南、铜仁、安顺,3316483294
 ,3156,0,0,0,9.7,全程汽车,6天5晚 ,舒适型/高档型酒店,0,哈尔滨、牡丹江、黑龙江,2042469402
 ,3156,0,0,0,9.7,全程汽车,6天5晚 ,舒适型/高档型酒店,0,哈尔滨、牡丹江、黑龙江,2042469402
 ,3156,0,0,0,9.7,全程汽车,6天5晚 ,舒适型/高档型酒店,0,哈尔滨、牡丹江、黑龙江,2042469402
 ,3156,0,0,0,9.4,全程汽车,7天6晚 ,高档型/豪华型酒店,0,哈尔滨、牡丹江、延边、白山、吉林市、延吉市、吉林,53857437
 ,3156,0,43,0,9.4,全程汽车,7天6晚 ,高档型/豪华型酒店,41,哈尔滨、牡丹江、延边、白山、吉林市、延吉市、吉林,53857437
 ,3156,0,28,0,9.8,全程汽车,3天2晚 ,经济型酒店,28, ,1658838821
 ,3156,0,0,0,9.8,全程汽车,3天2晚 ,经济型酒店,0, ,1658838821
 ,3156,0,30,0,9.7,自理去自理回,3天2晚 ,高档型酒店,30,广西、桂林,3398191660
 ,3156,0,0,0,9.7,自理去自理回,3天2晚 ,高档型酒店,0,广西、桂林,3398191660
 ,3156,0,11,0,9.7,自理去自理回,3天2晚 ,高档型酒店,11,广西、桂林,3398191660
 ,3156,0,0,0,9.7,自理去自理回,3天2晚 ,高档型酒店,0,广西、桂林,3398191660
 ,3156,0,0,0,9.7,自理去自理回,3天2晚 ,高档型酒店,0,广西、桂林,3398191660
 ,2870,0,0,0,10,全程汽车,5天4晚 ,格林豪泰、7天、...等,0, ,2453322219
 ,2870,0,0,0,10,全程汽车,5天4晚 ,格林豪泰、7天、...等,0, ,2453322219
杭州出发,2870,0,0,0,9.3,飞机往返,6天5晚 ,经济型/舒适型酒店,0,内蒙古、呼伦贝尔,2084963960
宁波出发,2870,0,0,0,9.4,飞机往返,5天4晚 ,经济型/舒适型酒店,0,兰州、海西蒙古族藏族自治州、海南藏族自治州、酒泉、西宁,1092526701
宁波出发,2870,0,398,0,9.4,飞机往返,5天4晚 ,经济型/舒适型酒店,398,兰州、海西蒙古族藏族自治州、海南藏族自治州、酒泉、西宁,1092526701
宁波出发,2870,0,38,0,9.4,飞机往返,5天4晚 ,经济型/舒适型酒店,38,兰州、海西蒙古族藏族自治州、海南藏族自治州、酒泉、西宁,1092526701
宁波出发,2870,0,0,0,9.4,飞机往返,5天4晚 ,经济型/舒适型酒店,0,兰州、海西蒙古族藏族自治州、海南藏族自治州、酒泉、西宁,1092526701
宁波出发,2870,0,0,0,9.4,飞机往返,4天3晚 ,高档型酒店,0,厦门、福建,4288370061
 ,2870,0,0,0,9.6,自理去自理回,4天3晚 ,舒适型酒店,0, ,536735143
宁波出发,2870,0,25,0,9.6,飞机往返,9天8晚 ,经济型酒店,25,广西、桂林、北海、南宁、崇左,932687052
 ,118,0, ,0, , , , , , , 
宁波出发,2870,0,0,0,9.8,飞机往返,6天5晚 ,经济型/舒适型酒店,0,西安、渭南、延安、陕西,1866834696
 ,2870,0,0,0,9.8,全程汽车,7天6晚 ,经济型酒店,0,河南、郑州、洛阳、焦作、开封、新乡,2799058280
 ,2870,0,0,0,9.8,全程汽车,7天6晚 ,经济型酒店,0,河南、郑州、洛阳、焦作、开封、新乡,2799058280
