城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,好评数,目的地,编号
 ,354,6,0,6,9.1, ,2天1晚 ,高档型酒店,0, ,2754541823
 ,354,6,0,6,9.5, ,2天1晚 ,豪华型酒店,0, ,2645164107
 ,354,6,0,6,9.5, ,2天1晚 ,豪华型酒店,0, ,2645164107
 ,354,6,0,6,9.2, ,2天1晚 ,豪华型酒店,0,三亚、海南、陵水、万宁,967249665
 ,354,6,0,6,9.8, ,2天1晚 ,五星酒店,0, ,3016394435
 ,354,6,0,6,9.8, ,2天1晚 ,五星酒店,0, ,3016394435
 ,354,6,0,6,9.2, ,2天1晚 ,高档型酒店,0,阳江、深圳、广东,1587269988
 ,354,6,39,6,9.2, ,2天1晚 ,高档型酒店,39,阳江、深圳、广东,1587269988
 ,354,6,1,6,9.7, ,2天1晚 ,恩平山泉湾温泉酒...,1, ,633638264
 ,354,6,0,6,9.8, ,3天2晚 ,豪华型酒店,0, ,3792614969
 ,354,6,4,6,9.8, ,3天2晚 ,豪华型酒店,4, ,3792614969
 ,152,28,0,28,9.5, ,3天2晚 ,西昌術下酒店,0, ,2199055860
 ,2381,0,0,0,9.2, ,2天1晚 ,豪华型酒店,0,广州、广东,2030556981
 ,2381,0,0,0,9.7, ,2天1晚 ,豪华型酒店,0, ,1301145133
 ,354,6,1,6,9.5, ,2天1晚 ,高档型酒店,1, ,3044169510
 ,2381,0,15,0,9.8, ,1天, ,15,贵阳、贵州、黔南,4026312502
 ,2381,0,29,0,9.2, ,2天1晚 ,二星及其他酒店,29,佛山、广东,613490727
 ,2381,0,13,0,9.2, ,2天1晚 ,二星及其他酒店,12,佛山、广东,613490727
 ,2381,0,26,0,9.2, ,2天1晚 ,高档型酒店,26,三亚、海南、陵水、万宁,2274999599
 ,2381,0,0,0,9.2, ,2天1晚 ,经济型酒店,0,清远、广东,2079531441
 ,2381,0,0,0,9.9, ,2天1晚 ,舒适型酒店,0, ,1960131264
 ,2381,0,0,0,9.9, ,2天1晚 ,舒适型酒店,0, ,1960131264
 ,2381,0,26,0,9.7, ,2天1晚 ,青城山·青城印象...,26, ,2635573108
 ,2381,0,1,0,10, ,2天1晚 ,五星酒店,1, ,513902062
 ,2381,0,39,0,10, ,2天1晚 ,五星酒店,39, ,513902062
 ,354,6,23,6,8.9, ,2天1晚 ,高档型酒店,23, ,3763009690
 ,2381,0,0,0,9.6, ,2天1晚 ,二星及其他酒店,0, ,174840350
 ,2381,0,2,0,9.2, ,2天1晚 ,豪华型酒店,2,西双版纳、云南,30940160
 ,2381,0,0,0,9.2, ,2天1晚 ,豪华型酒店,0,西双版纳、云南,30940160
 ,354,6,28,6,9.7, ,2天1晚 ,舒适型酒店,27, ,1469374225
 ,2381,0,0,0,9.5, ,2天1晚 ,豪华型酒店,0,江西、宜春,3444985802
 ,2381,0,0,0,9.5, ,2天1晚 ,豪华型酒店,0,江西、宜春,3444985802
 ,2381,0,0,0,9.8, ,2天1晚 ,高档型酒店,0, ,2498673524
 ,2381,0,22,0,9.8, ,2天1晚 ,高档型酒店,22, ,2498673524
 ,2381,0,128,0,9.8, ,2天1晚 ,高档型酒店,127, ,2498673524
 ,2381,0,0,0,9.8, ,2天1晚 ,高档型酒店,0, ,2498673524
 ,2381,0,1,0,9.8, ,2天1晚 ,高档型酒店,1, ,2498673524
 ,2381,0,0,0,9.8, ,2天1晚 ,舒适型酒店,0, ,985675405
 ,337,60,0,60,9.6, ,2天1晚 ,五星酒店,0, ,3330596013
 ,337,60,0,60,9.8, ,2天1晚 ,高档型酒店,0, ,108114169
 ,337,60,0,60,9.8, ,2天1晚 ,五星酒店,0, ,4046119439
 ,337,60,0,60,9.7, ,3天2晚 ,长隆酒店(广州长...,0, ,377077797
 ,337,60,6,60,10, ,2天1晚 ,二星及其他酒店,6, ,2566894147
 ,920,0,0,0,9.9, ,6天5晚 ,高档型酒店,0,长沙、张家界、湘西,3557985673
 ,282,20,22,20,9.2, ,2天1晚 ,四星酒店,22,佛山、广东,3083645853
 ,337,60,0,60,9.5, ,2天1晚 ,二星及其他酒店,0,甘孜州、雅安,2633328684
 ,282,20,16,20,9.6, ,2天1晚 ,高档型酒店,15, ,3888406469
 ,282,20,0,20,9.8, ,3天2晚 ,高档型酒店,0, ,150471429
 ,1254,33,43,33,9.8, ,3天2晚 ,豪华型酒店,43, ,372931069
 ,282,20,0,20,9.2, ,2天1晚 ,舒适型酒店,0,清远、广东,2444049982
 ,1254,33,0,33,9.6, ,2天1晚 ,豪华型酒店,0, ,3304386056
 ,1254,33,107,33,9.9, ,2天1晚 ,新密银基冰雪世界...,107, ,334433050
 ,282,20,42,20,9.2, ,2天1晚 ,舒适型酒店,42,清远、广东,2444049982
 ,1254,33,0,33,9.5, ,2天1晚 ,高档型酒店,0, ,3894146320
 ,1254,33,1,33,9.6, ,3天2晚 ,二星及其他酒店,1, ,659807185
 ,1254,33,0,33,9.5, ,2天1晚 ,二星及其他酒店,0,广东、惠州,3699246152
 ,1254,33,0,33,9.8, ,2天1晚 ,豪华型酒店,0, ,578758967
 ,337,60,1,60,9.5, ,2天1晚 ,二星及其他酒店,1,甘孜州、雅安,2633328684
 ,1254,33,49,33,9.3, ,2天1晚 ,豪华型酒店,45, ,2676462934
 ,1254,33,50,33,9.7, ,2天1晚 ,广州融创万达文华...,49, ,3920833913
 ,1254,33,1,33,9.6, ,2天1晚 ,豪华型酒店,1, ,2680102015
 ,1254,33,0,33,9.7, ,2天1晚 ,高档型酒店,0, ,3676060726
 ,1254,33,43,33,9.7, ,2天1晚 ,高档型酒店,43, ,3676060726
 ,1254,33,0,33,9.2, ,2天1晚 ,舒适型酒店,0,阳江、深圳,514888805
 ,1254,33,60,33,9.2, ,2天1晚 ,舒适型酒店,60,阳江、深圳,514888805
 ,1254,33,0,33,9.7, ,2天1晚 ,二星及其他酒店,0, ,3853726629
 ,1254,33,47,33,9, ,2天1晚 ,高档型酒店,47, ,3520426419
 ,1254,33,0,33,9, ,2天1晚 ,高档型酒店,0, ,3520426419
 ,1254,33,44,33,9.5, ,3天2晚 ,二星及其他酒店,44, ,1025299285
 ,1254,33,37,33,9.5, ,3天2晚 ,二星及其他酒店,36, ,1025299285
 ,1254,33,0,33,9.5, ,3天2晚 ,二星及其他酒店,0, ,1025299285
 ,1254,33,3,33,9.5, ,3天2晚 ,二星及其他酒店,3, ,1025299285
 ,1254,33,0,33,9.7, ,2天1晚 ,江门古兜温泉小镇,0, ,3394513569
 ,337,60,0,60,9.5, ,2天1晚 ,二星及其他酒店,0,甘孜州、雅安,2633328684
 ,920,0,10,0,9, ,2天1晚 ,高档型酒店,9, ,1283960535
 ,337,60,2,60,9.5, ,2天1晚 ,二星及其他酒店,2,甘孜州、雅安,2633328684
 ,1254,33,0,33,6, ,4天3晚 ,豪华型酒店,0, ,633557301
 ,1254,33,26,33,6, ,4天3晚 ,豪华型酒店,26, ,633557301
 ,1254,33,20,33,6, ,4天3晚 ,豪华型酒店,20, ,633557301
 ,1254,33,0,33,6, ,4天3晚 ,豪华型酒店,0, ,633557301
 ,282,20,27,20,9.2, ,2天1晚 ,二星及其他酒店,27,广东、河源,266356926
 ,282,20,319,20,9.2, ,2天1晚 ,二星及其他酒店,315,广东、河源,266356926
 ,282,20,48,20,9.2, ,2天1晚 ,二星及其他酒店,48,广东、河源,266356926
 ,1254,33,0,33,9.9, ,1天, ,0, ,179309563
 ,2381,0,0,0,9.2, ,2天1晚 ,二星及其他酒店,0,三亚、海南、五指山,2090211140
 ,337,60,30,60,9.5, ,2天1晚 ,二星及其他酒店,30,甘孜州、雅安,2633328684
 ,1254,33,0,33,9.6, ,2天1晚 ,高档型酒店,0, ,754126974
 ,920,0,8,0,9.2, ,2天1晚 ,二星及其他酒店,7, ,964345372
 ,920,0,0,0,9.2, ,2天1晚 ,高档型酒店,0,三亚、海南、五指山,3716842071
 ,920,0,0,0,9.6, ,2天1晚 ,豪华型酒店,0, ,1268052742
 ,920,0,69,0,9.7, ,2天1晚 ,新兴金水台温泉度...,69, ,3875803713
 ,920,0,69,0,9.7, ,2天1晚 ,新兴金水台温泉度...,66, ,3875803713
 ,920,0,3,0,9.8, ,2天1晚 ,豪华型酒店,3, ,2196038595
 ,920,0,33,0,9.8, ,2天1晚 ,舒适型酒店,33, ,1022800704
 ,920,0,0,0,9.8, ,2天1晚 ,凯瑞诗温泉大酒店,0,成都、阿坝州,704956657
 ,920,0,19,0,9.2, ,2天1晚 ,五星酒店,19,江门、广东,1864820880
 ,920,0,0,0,9.7, ,2天1晚 ,东莞嘉映玥精品酒...,0, ,769166679
 ,337,60,0,60,9.5, ,2天1晚 ,二星及其他酒店,0,甘孜州、雅安,2633328684
 ,322,0,0,0,9.2, ,2天1晚 ,高档型酒店,0,成都、四川,2121355149
 ,500,0,1,0,6, ,3天2晚 ,豪华型酒店,1, ,3479656205
 ,168,0,0,0,10, ,2天1晚 ,二星及其他酒店,0, ,575975790
 ,171,4,1,4,9.2, ,2天1晚 ,二星及其他酒店,1,广东、茂名,266094302
 ,171,4,4,4,9.2, ,2天1晚 ,高档型酒店,4,云南、大理,2669348091
 ,168,0,28,0,9.2, ,2天1晚 ,二星及其他酒店,28,惠州、广东,1950359978
 ,168,0,36,0,9.8, ,2天1晚 ,舒适型酒店,35,中山、广州,2024936374
 ,168,0,2,0,9.8, ,2天1晚 ,舒适型酒店,2,中山、广州,2024936374
 ,322,0,165,0,9.8, ,2天, ,160, ,2554696747
 ,322,0,41,0,9.8, ,2天, ,41, ,2554696747
 ,322,0,31,0,9.2, ,2天1晚 ,高档型酒店,31,深圳、广州、珠海,2954518984
 ,322,0,233,0,9.2, ,2天1晚 ,高档型酒店,233,深圳、广州、珠海,2954518984
 ,322,0,13,0,9.2, ,2天1晚 ,高档型酒店,12,深圳、广州、珠海,2954518984
 ,322,0,0,0,9.2, ,2天1晚 ,豪华型酒店,0,三亚、海南、陵水、万宁,1074603689
 ,168,0,0,0,9.8, ,2天1晚 ,舒适型酒店,0,中山、广州,2024936374
 ,322,0,19,0,9.8, ,2天1晚 ,五星酒店,19,杭州、宁波,3419994266
 ,144,1975,55,1975,9.6, ,2天1晚 ,高档型酒店,54, ,1659757999
 ,144,1975,0,1975,9.6, ,2天1晚 ,高档型酒店,0, ,1659757999
 ,144,1975,0,1975,9.6, ,2天1晚 ,高档型酒店,0, ,1659757999
 ,333,22,0,22,9.8, ,2天1晚 ,高档型酒店,0, ,122494950
 ,333,22,8,22,9.5, ,2天1晚 ,舒适型酒店,8,清远、广东、广州,1602327036
 ,333,22,0,22,9.5, ,2天1晚 ,二星及其他酒店,0,惠州、广东,2409978635
 ,144,1975,0,1975,9.7, ,2天1晚 ,湖州龙之梦动物世...,0, ,1716426599
 ,333,22,174,22,10, ,1天, ,173, ,442618282
 ,333,22,34,22,10, ,1天, ,34, ,442618282
 ,333,22,0,22,9.2, ,2天1晚 ,高档型酒店,0, ,1910352581
 ,333,22,52,22,6, ,4天3晚 ,高档型酒店,52, ,1399287603
 ,333,22,2,22,8.7, ,1天, ,2, ,2592747664
 ,333,22,0,22,9.2, ,2天1晚 ,二星及其他酒店,0,云浮、广东,4124465829
 ,333,22,0,22,9.6, ,2天1晚 ,舒适型酒店,0, ,2883684661
 ,333,22,21,22,9.6, ,2天1晚 ,高档型酒店,21, ,979429382
 ,333,22,25,22,9.6, ,2天1晚 ,高档型酒店,25, ,979429382
 ,333,22,0,22,9.6, ,2天1晚 ,高档型酒店,0, ,979429382
 ,333,22,1,22,9.2, ,2天1晚 ,豪华型酒店,1,三亚、海南,2801564445
 ,333,22,0,22,9.5, ,3天2晚 ,豪华型酒店,0, ,166991510
 ,333,22,0,22,9.4, ,2天1晚 ,高档型酒店,0, ,202687202
 ,333,22,0,22,9.4, ,2天1晚 ,高档型酒店,0, ,202687202
 ,333,22,0,22,9.4, ,2天1晚 ,高档型酒店,0, ,202687202
 ,333,22,0,22,9.4, ,2天1晚 ,高档型酒店,0, ,202687202
 ,333,22,53,22,9.4, ,2天1晚 ,高档型酒店,52, ,202687202
 ,333,22,0,22,9.2, ,2天1晚 ,舒适型酒店,0,广东、清远,2383002665
 ,233,0,0,0,9.4, ,2天1晚 ,五星酒店,0, ,2171662194
 ,319,0,0,0,10, ,2天1晚 ,舒适型酒店,0, ,4121938685
 ,319,0,27,0,9.2, ,2天1晚 ,经济型酒店,27,广东、东莞,2348351338
 ,319,0,21,0,9.7, ,2天1晚 ,高档型酒店,21, ,1739664190
 ,319,0,0,0,9.8, ,1天, ,0, ,2349344539
 ,319,0,4,0,9.7, ,2天1晚 ,高档型酒店,4, ,1638118330
 ,319,0,1,0,6, ,5天4晚 ,豪华型酒店,1,马尔代夫、马累、四季兰达岛,2270273921
 ,319,0,38,0,6, ,5天4晚 ,豪华型酒店,38,马尔代夫、马累、四季兰达岛,2270273921
 ,319,0,31,0,9.5, ,2天1晚 ,豪华型酒店,31, ,1590411944
 ,319,0,0,0,9.5, ,2天1晚 ,豪华型酒店,0, ,1590411944
 ,319,0,0,0,9.5, ,2天1晚 ,豪华型酒店,0, ,1590411944
 ,319,0,0,0,9.2, ,2天1晚 ,二星及其他酒店,0, ,3434257431
 ,319,0,22,0,10, ,2天1晚 ,豪华型酒店,22, ,3460713453
 ,319,0,4,0,10, ,2天1晚 ,豪华型酒店,4, ,3460713453
 ,319,0,45,0,10, ,2天1晚 ,豪华型酒店,45, ,3460713453
 ,319,0,0,0,10, ,2天1晚 ,豪华型酒店,0, ,3460713453
 ,319,0,1,0,9.8, ,2天1晚 ,舒适型酒店,1, ,1630340006
 ,319,0,0,0,9.8, ,2天1晚 ,豪华型酒店,0, ,1587619898
 ,319,0,3,0,10, ,2天1晚 ,四星酒店,3, ,3562781598
 ,319,0,0,0,10, ,2天1晚 ,四星酒店,0, ,3562781598
 ,319,0,0,0,9.4, ,2天1晚 ,高档型酒店,0,广州,2581362694
 ,319,0,0,0,9.4, ,2天1晚 ,高档型酒店,0,广州,2581362694
 ,319,0,0,0,9.4, ,2天1晚 ,高档型酒店,0,广州,2581362694
 ,319,0,0,0,9.4, ,2天1晚 ,高档型酒店,0,广州,2581362694
 ,319,0,60,0,9.4, ,2天1晚 ,高档型酒店,60,广州,2581362694
 ,319,0,250,0,9.8, ,2天1晚 ,豪华型酒店,249, ,360914597
 ,319,0,0,0,9.8, ,2天1晚 ,豪华型酒店,0, ,2897616019
 ,319,0,1,0,9.8, ,2天1晚 ,豪华型酒店,1, ,2897616019
 ,249,0,59,0,9.2, ,2天1晚 ,高档型酒店,58, ,2231922089
 ,249,0,0,0,9.2, ,2天1晚 ,高档型酒店,0, ,2542378185
 ,249,0,0,0,9.2, ,2天1晚 ,舒适型酒店,0,深圳、广东,2884832061
 ,249,0,0,0,9.9, ,1天, ,0,湖南、湘西,1415274722
 ,249,0,1,0,9.9, ,1天, ,1,湖南、湘西,1415274722
 ,249,0,2,0,9.9, ,1天, ,2,湖南、湘西,1415274722
 ,249,0,0,0,9.8, ,3天2晚 ,四星酒店,0, ,2127846839
 ,249,0,35,0,9.8, ,3天2晚 ,四星酒店,32, ,2127846839
 ,319,0,6,0,9.6, ,2天1晚 ,五星酒店,6, ,1303784419
 ,249,0,0,0,10, ,2天1晚 ,豪华型酒店,0, ,432029715
 ,102,0,53,0,9.8, ,4天3晚 ,豪华型酒店,53, ,3490362246
 ,102,0,0,0,10, ,2天1晚 ,舒适型酒店,0, ,1059233194
 ,102,0,70,0,9.8, ,2天1晚 ,二星及其他酒店,69, ,3683804381
 ,102,0,9,0,9.8, ,2天1晚 ,二星及其他酒店,9, ,3683804381
 ,102,0,4,0,9.8, ,2天1晚 ,二星及其他酒店,4, ,3683804381
 ,102,0,0,0,9.2, ,2天1晚 ,舒适型酒店,0,清远、广东,2822723971
 ,298,0,0,0,9.2, ,2天1晚 ,高档型酒店,0,三亚、海南,3938669223
 ,298,0,0,0,9.8, ,2天1晚 ,高档型酒店,0, ,3126686308
 ,298,0,0,0,9.8, ,2天1晚 ,高档型酒店,0, ,3126686308
 ,298,0,2,0,9, ,2天1晚 ,豪华型酒店,2,珠海,2424998984
 ,298,0,0,0,9.4, ,2天1晚 ,豪华型酒店,0, ,3646176683
 ,298,0,9,0,9.5, ,2天1晚 ,五星酒店,9, ,1469508552
 ,298,0,105,0,9.2, ,2天1晚 ,经济型酒店,102,清远、广东,3209127453
 ,298,0,25,0,9.2, ,2天1晚 ,高档型酒店,25,清远、广东,4150498679
 ,298,0,48,0,9.2, ,2天1晚 ,高档型酒店,48,清远、广东,4150498679
 ,298,0,7,0,9.9, ,1天, ,7, ,211033003
 ,298,0,42,0,9.9, ,1天, ,42, ,211033003
 ,298,0,0,0,9.9, ,1天, ,0, ,211033003
 ,298,0,4,0,9.7, ,2天1晚 ,豪华型酒店,4,巢湖、合肥、安徽,3058085822
 ,298,0,28,0,9.8, ,3天2晚 ,高档型酒店,28,珠海、广州,1922454029
 ,187,0,0,0,9.2, ,2天1晚 ,高档型酒店,0,江门、广东,2343852307
 ,260,34,0,34,9.6, ,2天1晚 ,经济型酒店,0, ,269004262
 ,260,34,0,34,9.7, ,2天1晚 ,二星及其他酒店,0, ,1742879196
 ,260,34,0,34,6, ,4天3晚 ,舒适型酒店,0, ,2042221126
 ,298,0,0,0,9.5, ,3天2晚 ,高档型酒店,0, ,98502012
 ,298,0,27,0,9.2, ,2天1晚 ,二星及其他酒店,27, ,1852195924
 ,239,10,0,10,9.2, ,2天1晚 ,二星及其他酒店,0,三亚、海南,1384916652
 ,239,10,15,10,9.8, ,2天1晚 ,舒适型酒店,15, ,3457580232
 ,239,10,3,10,9.8, ,2天1晚 ,舒适型酒店,3, ,3457580232
 ,239,10,0,10,9.7, ,2天1晚 ,豪华型酒店,0, ,2202264024
 ,239,10,0,10,9.7, ,2天1晚 ,豪华型酒店,0, ,2202264024
 ,239,10,0,10,9.7, ,2天1晚 ,豪华型酒店,0, ,2202264024
 ,239,10,649,10,9.2, ,2天1晚 ,二星及其他酒店,644, ,2546500084
 ,239,10,32,10,9.2, ,2天1晚 ,舒适型酒店,32,清远、广东,3658957102
 ,239,10,0,10,9.2, ,2天1晚 ,舒适型酒店,0,清远、广东,3658957102
 ,239,10,56,10,9.2, ,2天1晚 ,舒适型酒店,56,清远、广东,3658957102
 ,239,10,2,10,9.2, ,2天1晚 ,舒适型酒店,2,清远、广东,3658957102
 ,239,10,0,10,9, ,2天1晚 ,舒适型酒店,0, ,2859671076
 ,239,10,0,10,9, ,2天1晚 ,舒适型酒店,0, ,2859671076
 ,239,10,5,10,9, ,2天1晚 ,舒适型酒店,5, ,2859671076
 ,239,10,43,10,9.2, ,2天1晚 ,二星及其他酒店,43, ,848615006
 ,239,10,0,10,9.2, ,2天1晚 ,二星及其他酒店,0, ,848615006
 ,239,10,1,10,9.2, ,2天1晚 ,二星及其他酒店,1, ,848615006
 ,239,10,0,10,10, ,5天4晚 ,豪华型酒店,0, ,1894874340
 ,239,10,0,10,10, ,5天4晚 ,豪华型酒店,0, ,1894874340
 ,239,10,1,10,9.2, ,2天1晚 ,舒适型酒店,1,清远、广东,3623673751
 ,239,10,1,10,9.2, ,2天1晚 ,舒适型酒店,0,清远、广东,3623673751
 ,239,10,0,10,9.5, ,2天1晚 ,阳江海陵岛· 豪...等,0, ,624697023
 ,239,10,1,10,9.5, ,2天1晚 ,阳江海陵岛· 豪...等,0, ,624697023
 ,239,10,32,10,9.5, ,2天1晚 ,阳江海陵岛· 豪...等,32, ,624697023
 ,239,10,43,10,9.5, ,2天1晚 ,阳江海陵岛· 豪...等,41, ,624697023
 ,239,10,39,10,9.5, ,2天1晚 ,阳江海陵岛· 豪...等,39, ,624697023
 ,1280,54,196,54,9.5, ,2天1晚 ,舒适型酒店,194,广东、阳江,524888927
 ,1280,54,4,54,9.5, ,2天1晚 ,舒适型酒店,3,广东、阳江,524888927
 ,1280,54,0,54,9.3, ,2天1晚 ,舒适型酒店,0,清远,3774137400
 ,1280,54,1,54,9.8, ,4天3晚 ,豪华型酒店,1, ,3454895477
 ,1280,54,81,54,9.8, ,4天3晚 ,豪华型酒店,81, ,3454895477
 ,1280,54,101,54,9.8, ,4天3晚 ,豪华型酒店,97, ,3454895477
 ,239,10,32,10,9.5, ,2天1晚 ,豪华型酒店,32, ,3649289494
 ,1280,54,4,54,9.8, ,4天3晚 ,豪华型酒店,4, ,3454895477
 ,298,0,1,0,9.2, ,2天1晚 ,二星及其他酒店,0, ,1852195924
 ,298,0,65,0,9.2, ,2天1晚 ,二星及其他酒店,65, ,1852195924
 ,1280,54,0,54,9.5, ,2天1晚 ,豪华型酒店,0, ,2757334100
 ,1280,54,25,54,9.7, ,2天1晚 ,舒适型酒店,25, ,2079706369
 ,144,1975,51,1975,9.7, ,2天1晚 ,湖州龙之梦动物世...,51, ,1716426599
 ,319,0,0,0,9.9, ,1天, ,0, ,3700514918
 ,1280,54,34,54,9.7, ,2天1晚 ,舒适型酒店,34, ,2079706369
 ,319,0,2,0,9.9, ,1天, ,2, ,3700514918
 ,920,0,1,0,9.7, ,2天1晚 ,东莞嘉映玥精品酒...,1, ,769166679
 ,168,0,2,0,9.6, ,2天1晚 ,高档型酒店,2, ,3118864083
 ,102,0,16,0,9.8, ,4天3晚 ,三星酒店,16, ,2666640161
 ,920,0,0,0,9.7, ,2天1晚 ,东莞嘉映玥精品酒...,0, ,769166679
 ,920,0,43,0,9.7, ,2天1晚 ,东莞嘉映玥精品酒...,43, ,769166679
 ,239,10,0,10,9.5, ,2天1晚 ,豪华型酒店,0, ,3649289494
 ,1254,33,0,33,9.6, ,2天1晚 ,高档型酒店,0, ,754126974
 ,337,60,1,60,9.6, ,2天1晚 ,五星酒店,1, ,633189580
 ,920,0,6,0,7.5, ,1天, ,5, ,542756284
 ,2381,0,2,0,9.2, ,2天1晚 ,二星及其他酒店,2,三亚、海南、五指山,2090211140
 ,2381,0,3,0,9.2, ,2天1晚 ,二星及其他酒店,2,三亚、海南、五指山,2090211140
 ,152,28,0,28,9.5, ,3天2晚 ,西昌術下酒店,0, ,2199055860
 ,333,22,0,22,9.8, ,2天1晚 ,豪华型酒店,0, ,3202374861
 ,920,0,0,0,9.8, ,1天, ,0, ,2238320164
 ,337,60,0,60,9.9, ,3天2晚 ,三星酒店,0,广州、珠海,2167453526
 ,1254,33,35,33,9.4, ,2天1晚 ,舒适型酒店,35, ,1983990396
 ,322,0,30,0,9, ,2天1晚 ,高档型酒店,29, ,3055876846
 ,870,22,8,22,6, ,1天, ,7, ,4291987375
 ,920,0,28,0,9.2, ,2天1晚 ,二星及其他酒店,28, ,2884124631
 ,870,22,48,22,9.2, ,2天1晚 ,舒适型酒店,48,惠州、广东,684992510
 ,870,22,0,22,9.2, ,2天1晚 ,舒适型酒店,0,惠州、广东,684992510
 ,870,22,32,22,9, ,2天1晚 ,豪华型酒店,32, ,791691047
 ,870,22,0,22,9, ,2天1晚 ,豪华型酒店,0, ,791691047
 ,870,22,0,22,9.9, ,1天, ,0,海南、三亚,2395746893
 ,870,22,0,22,9, ,2天1晚 ,四星酒店,0, ,439430679
 ,870,22,0,22,10, ,2天1晚 ,韩城宾馆,0, ,3479488556
 ,870,22,25,22,10, ,2天1晚 ,韩城宾馆,25, ,3479488556
 ,870,22,0,22,9.2, ,2天1晚 ,二星及其他酒店,0,江门、广东,218302934
 ,239,10,8,10,9.5, ,2天1晚 ,豪华型酒店,6, ,3649289494
 ,870,22,0,22,9.5, ,4天3晚 ,高档型酒店,0, ,2981144387
 ,354,6,1,6,9.7, ,2天1晚 ,舒适型酒店,1, ,1469374225
 ,115,0,0,0,9.8, ,2天1晚 ,豪华型酒店,0, ,2252528786
 ,870,22,7,22,9.5, ,4天3晚 ,高档型酒店,7, ,2981144387
 ,115,0,0,0,9.8, ,2天1晚 ,豪华型酒店,0, ,2252528786
 ,870,22,0,22,9.5, ,4天3晚 ,高档型酒店,0, ,2981144387
 ,870,22,0,22,9.5, ,4天3晚 ,高档型酒店,0, ,2981144387
 ,462,0,42,0,9.2, ,2天1晚 ,二星及其他酒店,42, ,2835858726
 ,152,28,2,28,9.7, ,2天1晚 ,剑阁蜀门客栈,2, ,3624830268
 ,462,0,0,0,9.2, ,2天1晚 ,二星及其他酒店,0, ,2835858726
 ,462,0,1,0,9.2, ,2天1晚 ,二星及其他酒店,1, ,2835858726
 ,462,0,0,0,9.2, ,2天1晚 ,二星及其他酒店,0, ,2835858726
 ,184,26,0,26,10, ,1天, ,0, ,1716330104
 ,184,26,7,26,10, ,1天, ,7, ,1716330104
 ,152,28,0,28,9.7, ,2天1晚 ,剑阁蜀门客栈,0, ,3624830268
 ,115,0,0,0,9.4, ,2天1晚 ,高档型酒店,0, ,4266846163
 ,115,0,23,0,9.4, ,2天1晚 ,高档型酒店,23, ,4266846163
 ,289,2,0,2,9.8, ,5天4晚 ,五星酒店,0, ,1248985068
 ,289,2,60,2,9.8, ,5天4晚 ,五星酒店,60, ,1248985068
 ,337,60,53,60,9.9, ,3天2晚 ,三星酒店,53,广州、珠海,2167453526
 ,399,0,4,0,9, ,2天1晚 ,二星及其他酒店,4, ,994507359
 ,399,0,0,0,9, ,2天1晚 ,二星及其他酒店,0, ,994507359
 ,399,0,23,0,9.2, ,2天1晚 ,豪华型酒店,23,佛山、广东,2276337543
 ,534,0,0,0,9.8, ,2天1晚 ,豪华型酒店,0, ,3827435798
 ,1383,0,0,0,9.9, ,1天, ,0,天津、北京,3369185764
 ,266,2,8,2,9.1, ,2天1晚 ,高档型酒店,8, ,921935830
 ,474,26,32,26,9.5, ,2天1晚 ,豪华型酒店,31,广州、广东,114610894
 ,534,0,0,0,9.3, ,3天2晚 ,豪华型酒店,0, ,2389407403
 ,266,2,215,2,9.8, ,2天1晚 ,高档型酒店,215, ,3012046747
 ,1383,0,65,0,9.6, ,2天1晚 ,三星酒店,65, ,706719136
 ,534,0,2,0,9.8, ,2天1晚 ,豪华型酒店,2, ,4036646929
 ,399,0,29,0,9.5, ,3天2晚 ,高档型酒店,29, ,3857502613
 ,1383,0,0,0,9.8, ,2天1晚 ,二星及其他酒店,0,贵州、遵义,3443216112
 ,534,0,1,0,9.8, ,2天1晚 ,豪华型酒店,1, ,4036646929
 ,190,424,41,424,9.5, ,3天2晚 ,豪华型酒店,40,成都、阿坝州,2299001707
 ,190,424,3,424,9.6, ,3天2晚 ,豪华型酒店,3, ,2779602833
 ,190,424,0,424,9.7, ,2天1晚 ,剑阁顶呱呱温泉度...,0, ,3289363440
 ,190,424,0,424,9.7, ,2天1晚 ,剑阁顶呱呱温泉度...,0, ,3289363440
 ,190,424,1,424,9.7, ,2天1晚 ,巢湖深业温泉假日...,1, ,1333151103
 ,190,424,3,424,9.7, ,2天1晚 ,巢湖深业温泉假日...,3, ,1333151103
 ,190,424,0,424,9, ,2天1晚 ,高档型酒店,0, ,2882598883
 ,190,424,27,424,9.2, ,2天1晚 ,二星及其他酒店,27,广东、茂名,347342983
 ,190,424,0,424,9.2, ,2天1晚 ,舒适型酒店,0,深圳、广东,1296800793
 ,190,424,0,424,9.2, ,2天1晚 ,舒适型酒店,0,深圳、广东,1296800793
 ,190,424,0,424,10, ,2天1晚 ,高档型酒店,0, ,3216875386
 ,190,424,0,424,10, ,2天1晚 ,高档型酒店,0, ,3216875386
 ,462,0,0,0, , ,3天2晚 ,豪华型酒店,0, ,705897590
 ,190,424,1,424,10, ,5天4晚 ,高档型酒店,1,丽江、迪庆,1314770495
 ,944,0,31,0,9.8, ,2天1晚 ,豪华型酒店,31, ,940276524
 ,944,0,69,0,9.8, ,2天1晚 ,豪华型酒店,68, ,940276524
 ,2262,0,0,0,10, ,2天1晚 ,舒适型酒店,0, ,3315714681
